EMPRESA,Empresa,Prefixo,Litros
21,"São Paulo",0064273,235.8
21,"São Paulo",0064275,232.33
21,"São Paulo",0064277,244.29
21,"São Paulo",0064293,256.3
21,"São Paulo",0064294,198.9
21,"São Paulo",0064295,272.8
21,"São Paulo",0064296,229.699
21,"São Paulo",0064299,264
21,"São Paulo",0064300,201.5
21,"São Paulo",0064301,225.699
21,"São Paulo",0064302,289.6
21,"São Paulo",0064303,207.199
21,"São Paulo",0064304,264.3
21,"São Paulo",0064315,220.729
21,"São Paulo",0064317,236.909
21,"São Paulo",0064318,229.099
21,"São Paulo",0064319,222.3
21,"São Paulo",0064320,220.3
21,"São Paulo",0064321,207.599
21,"São Paulo",0064323,238.639
21,"São Paulo",0064338,222.099
21,"São Paulo",0064339,207.599
21,"São Paulo",0064344,242.92
21,"São Paulo",0064345,250.099
21,"São Paulo",0064346,275.1
21,"São Paulo",0064364,229.5
21,"São Paulo",0064383,282.6
21,"São Paulo",0064384,284.319
21,"São Paulo",0064385,231.06
21,"São Paulo",0064386,274.5
21,"São Paulo",0064387,247.3
21,"São Paulo",0064388,259.8
21,"São Paulo",0064389,258.8
21,"São Paulo",0064390,219.919
21,"São Paulo",0064391,227.699
21,"São Paulo",0064392,204.8
21,"São Paulo",0064393,286.5
21,"São Paulo",0064394,241.599
21,"São Paulo",0064395,224.93
21,"São Paulo",0064396,243.1
21,"São Paulo",0064397,268.9
21,"São Paulo",0064398,263.399
21,"São Paulo",0064399,266
21,"São Paulo",0064400,238.9
21,"São Paulo",0064411,242.199
21,"São Paulo",0064412,220.4
21,"São Paulo",0064413,214.4
21,"São Paulo",0064414,228.5
21,"São Paulo",0064415,231.8
21,"São Paulo",0064416,215.9
21,"São Paulo",0064417,218.18
21,"São Paulo",0064418,264.8
21,"São Paulo",0064419,238.9
21,"São Paulo",0064420,214
21,"São Paulo",0064421,235.8
21,"São Paulo",0064422,248.3
21,"São Paulo",0064423,215.6
21,"São Paulo",0064424,217.599
21,"São Paulo",0064425,230.9
21,"São Paulo",0064426,222
21,"São Paulo",0064427,209.3
21,"São Paulo",0064428,203.199
21,"São Paulo",0064429,240.5
21,"São Paulo",0064430,235.599
21,"São Paulo",0064431,227.56
21,"São Paulo",0064433,271.43
21,"São Paulo",0064434,281.22
21,"São Paulo",0064435,202.36
21,"São Paulo",0064436,231.03
21,"São Paulo",0064437,203.949
21,"São Paulo",0064438,206.37
21,"São Paulo",0064439,181.439
21,"São Paulo",0064440,209.629
21,"São Paulo",0064441,248.599
21,"São Paulo",0064442,256.819
21,"São Paulo",0064443,261.6
21,"São Paulo",0064444,208.099
21,"São Paulo",0064445,232.301
21,"São Paulo",0064451,234.4
21,"São Paulo",0064452,295.399
21,"São Paulo",0064454,240.5
21,"São Paulo",0064455,243
21,"São Paulo",0064456,234.59
21,"São Paulo",0064457,213.25
21,"São Paulo",0064458,223.05
21,"São Paulo",0064459,257.899
21,"São Paulo",0064460,235.599
21,"São Paulo",0064461,199.3
21,"São Paulo",0064462,226.9
21,"São Paulo",0064463,226.9
21,"São Paulo",0064464,278.3
21,"São Paulo",0064465,284.17
21,"São Paulo",0064466,226.099
21,"São Paulo",0064467,248.5
21,"São Paulo",0064468,213.259
21,"São Paulo",0064469,244.9
21,"São Paulo",0064470,271.899
21,"São Paulo",0064472,209.5
21,"São Paulo",0064473,217.199
21,"São Paulo",0064474,246.3
21,"São Paulo",0064475,285
21,"São Paulo",0064476,266.7
21,"São Paulo",0064477,260.6
21,"São Paulo",0064480,270.319
21,"São Paulo",0064481,252.349
21,"São Paulo",0064482,253.5
21,"São Paulo",0064483,233.699
21,"São Paulo",0064484,247
21,"São Paulo",0064485,273.3
21,"São Paulo",0064486,216.199
21,"São Paulo",0064487,281.98
21,"São Paulo",0064488,252.9
21,"São Paulo",0064604,250
21,"São Paulo",0064605,176.14
21,"São Paulo",0064606,206.8
21,"São Paulo",0064608,189.77
21,"São Paulo",0064609,174.24
21,"São Paulo",0064610,226.52
21,"São Paulo",0064611,210.979
21,"São Paulo",0064612,203.409
21,"São Paulo",0064613,276.98
21,"São Paulo",0064614,230.8
21,"São Paulo",0064615,250.319
21,"São Paulo",0064616,233.599
21,"São Paulo",0064617,295.699
21,"São Paulo",0064618,260.579
21,"São Paulo",0064619,221.5
21,"São Paulo",0064620,228.9
21,"São Paulo",0064621,235.5
21,"São Paulo",0064622,247.6
21,"São Paulo",0064623,220.33
21,"São Paulo",0064624,225.699
21,"São Paulo",0064625,241.9
21,"São Paulo",0064626,246.21
21,"São Paulo",0064627,280.3
21,"São Paulo",0064700,479
21,"São Paulo",0064701,789.34
21,"São Paulo",0064702,1323
21,"São Paulo",0064703,632.09
21,"São Paulo",0064704,1126.8
21,"São Paulo",0064705,1036.86
21,"São Paulo",0064706,1018.86
21,"São Paulo",0064707,2227.82
21,"São Paulo",0064715,341.27
21,"São Paulo",0064716,848.61
21,"São Paulo",0064717,461.51
21,"São Paulo",0064718,477.15
21,"São Paulo",0064719,341.47
21,"São Paulo",0064720,1238.6
21,"São Paulo",0064721,700.46
21,"São Paulo",0064722,655.86
21,"São Paulo",0064723,788.57
21,"São Paulo",0064724,471.44
21,"São Paulo",0064725,706.67
21,"São Paulo",0064726,349.28
21,"São Paulo",0064727,386.82
21,"São Paulo",0064728,338.54
21,"São Paulo",0064729,355.85
21,"São Paulo",0064730,347.7
21,"São Paulo",0064731,370.03
21,"São Paulo",0064732,336.78
21,"São Paulo",0064733,277.61
21,"São Paulo",0064734,275.25
21,"São Paulo",0064735,277.71
21,"São Paulo",0064736,271.42
21,"São Paulo",0064737,278.84
21,"São Paulo",0064738,303.32
21,"São Paulo",0064739,273.61
21,"São Paulo",0064740,279.15
21,"São Paulo",0064741,289.96
21,"São Paulo",0064742,154.29
21,"São Paulo",0064743,285.59
21,"São Paulo",0064744,301.55
21,"São Paulo",0064745,286.96
21,"São Paulo",0064746,304.79
21,"São Paulo",0064747,287.93
21,"São Paulo",0064748,303.06
21,"São Paulo",0064842,88.4
21,"São Paulo",0064843,85.609
21,"São Paulo",0064844,83
21,"São Paulo",0064845,84.299
21,"São Paulo",0064846,216.3
27,Pernambuco,A0211,132.58
21,"São Paulo",TREINAM,250
