HAS_DATA;PREFIXO;EMPRESA;HAS_QTD_LITROS;Tratando_Recalcula;Verifica_QTD_LITROS;HAS_ENCERRANTE_DEPOIS;HAS_ENCERRANTE_ANTES;Recalcula_QTD_LITROS;TANQUE;TER_DATA_ULTIMA_COMUNIC;TER_CODIGO;TER_IDENTIFICACAO_EMPRESA;BOM_CODIGO;CAR_CODIGO_ABASTECEDOR;VEI_CODIGO;VEI_OBSERVACAO;USU_CODIGO;HAS_ODOMETRO;KM_ANT;KM_PERCO
19/02/2025;0063274;21;136;2;ERRO;13827911;13827910;2;600;03/07/2025 07:59;2;3;28;null;2324;null;null;399634;399634;0
19/02/2025;0064481;21;170;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2438;EXN-8J03;58;268201;267972;229
19/02/2025;0064467;21;115;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2424;EXV-1B28;58;270406;270269;137
19/02/2025;0064624;21;161;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2463;FRO-0012;58;235537;235333;204
19/02/2025;0064460;21;170;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2417;GAH-7E76;58;325801;325573;228
19/02/2025;0064618;21;184;75;ERRO;30164296;30164221;75;500;03/07/2025 07:59;109;10;43;null;2457;BXD-1H24;null;337634;337342;292
19/02/2025;0064463;21;161;97;ERRO;30167184;30167087;97;500;03/07/2025 07:59;109;10;43;2456;2420;GJL-9C77;58;303979;303723;256
19/02/2025;0064294;21;150;0;ERRO;null;null;null;400;03/07/2025 07:59;109;10;36;2456;2587;null;58;146894;146675;219
20/02/2025;0064419;21;190;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2250;EEI-6032;58;393861;393522;339
21/02/2025;0064237;21;151;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;1443;FCI-9360;58;651128;650885;243
21/02/2025;0064265;21;120;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2456;2308;GDM-2D48;58;188317;188132;185
21/02/2025;0063230;21;68;0;ERRO;13834745;13834745;0;600;03/07/2025 07:59;2;3;28;null;2128;FZB-5010;null;594006;593790;216
21/02/2025;0064487;21;164;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2444;FXK-1C65;58;323126;322901;225
21/02/2025;0064468;21;130;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2425;DWP-7F89;58;288922;288701;221
22/02/2025;0063590;21;100;0;ERRO;13835990;13835990;0;250;03/07/2025 07:59;2;3;28;4124;727;GIM-8138;110;360342;360184;158
22/02/2025;0063601;21;53;0;ERRO;13834924;13834923;0;250;03/07/2025 07:59;2;3;28;null;738;GBD-1D01;null;369738;369531;207
22/02/2025;0063002;21;211;140;ERRO;20358637;20358497;140;600;03/07/2025 08:00;3;2;9;null;1522;FIM-9883;null;756018;755775;243
22/02/2025;0063220;21;103;0;ERRO;13834923;13834923;0;600;03/07/2025 07:59;2;3;28;4124;1420;FFN-6690;110;684687;684687;0
22/02/2025;0063357;21;130;2;ERRO;13835533;13835531;2;600;03/07/2025 07:59;2;3;28;null;2085;ENU-9335;null;365247;365046;201
22/02/2025;0063632;21;53;1;ERRO;13835857;13835856;1;500;03/07/2025 07:59;2;3;28;null;2471;FRO-0020;null;309392;309087;305
22/02/2025;0063367;21;160;0;ERRO;13835447;13835446;0;600;03/07/2025 07:59;2;3;28;null;2199;EEY-5977;null;463772;463772;0
22/02/2025;0064400;21;165;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2234;EPA-3284;58;369861;369861;0
22/02/2025;0064463;21;100;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2420;GJL-9C77;58;304756;304567;189
22/02/2025;0064465;21;120;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2422;GIU-7G18;58;289435;289199;236
22/02/2025;0063279;21;108;0;ERRO;13835447;13835447;0;350;03/07/2025 07:59;2;3;28;null;2776;null;null;584545;584274;271
22/02/2025;0063280;21;128;0;ERRO;13835995;13835995;0;350;03/07/2025 07:59;2;3;28;null;2777;null;null;575346;575346;0
23/02/2025;0063598;21;289;214;ERRO;29340155;29339940;214;250;03/07/2025 08:00;1;1;31;null;735;GGJ-0133;null;393716;393279;437
23/02/2025;0063447;21;145;100;ERRO;26525674;26525573;100;500;03/07/2025 08:00;1;1;1;null;2404;GAL-9H04;null;334099;333898;201
24/02/2025;0063123;21;246;110;ERRO;29345487;29345377;110;500;03/07/2025 08:00;1;1;31;null;2446;FWY-6A50;null;588335;588047;288
24/02/2025;0064620;21;90;51;ERRO;30212628;30212577;51;500;03/07/2025 07:59;109;10;43;null;2459;FPD-6A93;null;250862;250750;112
24/02/2025;0064465;21;284;215;ERRO;22182847;22182631;215;500;03/07/2025 07:59;109;10;36;null;2422;GIU-7G18;null;289830;289435;395
24/02/2025;0002306;27;124;0;ERRO;null;null;null;310;03/07/2025 07:59;5;5;14;3618;2642;null;95;119641;119641;0
25/02/2025;0064237;21;140;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;1443;FCI-9360;58;651563;651341;222
25/02/2025;0063169;21;135;0;ERRO;null;null;null;500;03/07/2025 08:00;1;1;31;4114;1769;FJY-1009;81;541574;541356;218
25/02/2025;0063196;21;0;135;ERRO;29360319;29360185;135;600;03/07/2025 08:00;1;1;31;4114;2115;GIV-5079;81;541574;534705;6869
25/02/2025;0064484;21;131;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2441;FHO-9J54;58;344728;344541;187
25/02/2025;0002344;27;89;0;ERRO;null;null;null;400;03/07/2025 08:00;7;6;24;1819;2678;null;51;64388;64388;0
25/02/2025;0064300;21;143;0;ERRO;null;null;null;400;03/07/2025 07:59;109;10;36;2456;2593;null;58;145189;144992;197
26/02/2025;0064463;21;141;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2420;GJL-9C77;58;305426;305203;223
27/02/2025;0063584;21;0;0;ERRO;13842554;13842553;0;600;03/07/2025 07:59;2;3;28;4124;721;GHR-7013;110;486416;486499;-83
27/02/2025;0063027;21;191;0;ERRO;null;null;null;500;03/07/2025 08:00;1;1;51;4114;56;FUD-5881;81;747974;747758;216
27/02/2025;0063019;21;0;57;ERRO;25520877;25520821;57;500;03/07/2025 08:00;3;2;8;2676;101;FCN-0669;60;615945;786608;-170663
27/02/2025;0063035;21;238;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;51;4114;1595;FLT-5921;81;745600;745371;229
27/02/2025;0063015;21;57;0;ERRO;null;null;null;600;03/07/2025 08:00;3;2;8;2676;1535;FOR-6115;60;615945;615945;0
27/02/2025;0064125;21;138;0;ERRO;null;null;null;300;03/07/2025 07:59;109;10;36;2751;1702;GDU-7888;112;615140;615140;0
27/02/2025;0064425;21;135;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;4119;1637;ENZ-9444;107;404050;403849;201
27/02/2025;0064265;21;128;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2751;2308;GDM-2D48;112;189345;189120;225
27/02/2025;0064467;21;165;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2424;EXV-1B28;58;271318;271090;228
28/02/2025;0064237;21;127;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;1443;FCI-9360;58;652102;651957;145
28/02/2025;0064262;21;176;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;2305;GJV-7C16;58;242004;241738;266
01/03/2025;0063643;21;161;72;ERRO;29397529;29397457;72;500;03/07/2025 08:00;1;1;31;null;2519;ENN-0F86;null;244092;243840;252
02/03/2025;0063118;21;0;0;ERRO;25540153;25540152;0;600;03/07/2025 08:00;3;2;8;2676;2107;FQT-3771;60;395896;702846;-306950
02/03/2025;0002004;27;0;110;ERRO;1917238;1917128;110;300;03/07/2025 08:00;7;6;66;1819;2363;null;51;486169;486169;0
02/03/2025;0064618;21;118;67;ERRO;22224747;22224680;67;500;03/07/2025 07:59;109;10;36;null;2457;BXD-1H24;null;340182;339922;260
03/03/2025;0063025;21;129;50;ERRO;29406281;29406231;50;600;03/07/2025 08:00;1;1;31;null;1545;FHN-7339;null;786320;786320;0
03/03/2025;0064415;21;185;0;ERRO;30284337;30284337;0;500;03/07/2025 07:59;109;10;43;2456;2246;ENZ-4613;58;413543;413259;284
04/03/2025;0063638;21;72;0;ERRO;13848382;13848382;0;500;03/07/2025 07:59;2;3;28;null;2477;FRO-0026;null;285837;285837;0
05/03/2025;0063002;21;213;135;ERRO;20426267;20426132;135;600;03/07/2025 08:00;3;2;9;null;1522;FIM-9883;null;757439;757194;245
05/03/2025;0063223;21;0;163;ERRO;18758844;18758681;163;600;03/07/2025 07:59;2;3;29;4124;1401;FNA-1248;110;603495;710192;-106697
05/03/2025;0063076;21;100;15;ERRO;20421761;20421746;15;600;03/07/2025 08:00;3;2;9;null;1883;EFW-0086;null;619046;619046;0
05/03/2025;0063233;21;163;0;ERRO;null;null;null;600;03/07/2025 07:59;2;3;29;4124;2131;FRT-9442;110;603495;603282;213
06/03/2025;0063528;21;190;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;31;4114;768;EHS-9284;81;286338;286178;160
06/03/2025;0063057;21;297;228;ERRO;20427504;20427276;228;600;03/07/2025 08:00;3;2;9;null;1633;GBF-3938;null;687724;687439;285
06/03/2025;0064143;21;175;0;ERRO;null;null;null;300;03/07/2025 07:59;109;10;43;2456;1714;FMK-6554;58;616940;616709;231
06/03/2025;0064474;21;120;20;ERRO;30309673;30309653;20;500;03/07/2025 07:59;109;10;43;null;2431;BZF-9A18;null;264054;263864;190
06/03/2025;0064614;21;125;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2453;GCC-0G74;58;274528;274334;194
06/03/2025;0063538;21;0;190;ERRO;29432081;29431891;190;600;03/07/2025 08:00;1;1;31;4114;2395;GCV-3H75;81;286338;308891;-22553
06/03/2025;0064620;21;75;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2459;FPD-6A93;58;252837;252733;104
07/03/2025;0064237;21;140;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;1443;FCI-9360;58;652531;652305;226
07/03/2025;0063042;21;178;8;ERRO;20442735;20442727;8;600;03/07/2025 08:00;3;2;9;2676;1598;FCL-7678;60;773708;773484;224
07/03/2025;0064317;21;237;45;ERRO;22249847;22249802;45;600;03/07/2025 07:59;109;10;36;null;2042;FMY-3982;null;384723;384370;353
07/03/2025;0064419;21;145;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2250;EEI-6032;58;396834;396614;220
07/03/2025;0064467;21;148;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2424;EXV-1B28;58;273023;272469;554
07/03/2025;0064623;21;135;3;ERRO;22250018;22250015;3;500;03/07/2025 07:59;109;10;36;null;2462;FOY-2B81;null;325042;324783;259
07/03/2025;0064627;21;168;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2465;ELN-0G95;58;287293;287077;216
07/03/2025;0064413;21;149;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2244;ERL-4099;58;463094;462888;206
07/03/2025;0064472;21;158;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2429;EJU-4J21;58;332866;332631;235
07/03/2025;0064476;21;164;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2433;DMW-4F19;58;271305;271305;0
08/03/2025;0063031;21;142;0;ERRO;null;null;null;600;03/07/2025 08:00;3;2;8;4114;1587;FYV-0052;81;671924;671777;147
08/03/2025;0064451;21;152;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2408;GGT-1D91;58;327261;327017;244
08/03/2025;0064266;21;114;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2456;2313;GCC-6F81;58;366701;366526;175
08/03/2025;0063568;21;144;84;ERRO;25590159;25590075;84;500;03/07/2025 08:00;3;2;8;null;2754;SUK-1L45;null;71236;71236;0
08/03/2025;0064300;21;144;0;ERRO;null;null;null;400;03/07/2025 07:59;109;10;36;2456;2593;null;58;147221;147024;197
09/03/2025;0063694;21;250;0;ERRO;null;null;null;250;03/07/2025 08:00;3;2;52;4124;106;DTE-1668 TREINAM;110;731349;731130;219
09/03/2025;0063037;21;218;156;ERRO;26629001;26628845;156;600;03/07/2025 08:00;1;1;1;null;1589;FVC-8963;null;786988;786779;209
09/03/2025;0063032;21;63;17;ERRO;20449055;20449038;17;600;03/07/2025 08:00;3;2;9;null;1593;FPO-1400;null;805378;805378;0
09/03/2025;0063015;21;108;41;ERRO;25591338;25591297;41;600;03/07/2025 08:00;3;2;8;null;1535;FOR-6115;null;617138;617138;0
09/03/2025;0063021;21;68;8;ERRO;29455344;29455335;8;600;03/07/2025 08:00;1;1;31;null;1541;FPV-5573;null;776030;776030;0
09/03/2025;0063121;21;113;59;ERRO;29455560;29455501;59;600;03/07/2025 08:00;1;1;31;null;2110;FSC-8503;null;655343;655343;0
09/03/2025;0064418;21;70;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;4114;2249;ETA-8761;81;402025;401919;106
09/03/2025;0063374;27;194;147;ERRO;7056046;7055899;147;600;03/07/2025 08:00;110;4;62;null;2209;FXI-0448;null;422696;422403;293
09/03/2025;0006307;21;558;0;ERRO;null;null;null;800;03/07/2025 08:00;3;2;52;null;2278;FYS-1793;null;263430;263430;0
09/03/2025;0063379;21;154;104;ERRO;29458973;29458869;104;600;03/07/2025 08:00;1;1;31;4114;2213;EAO-4483;81;399725;399492;233
09/03/2025;0063658;21;201;158;ERRO;21811290;21811132;158;600;03/07/2025 07:59;2;3;27;null;2545;GGH-8H65;null;230754;230453;301
09/03/2025;0063297;21;170;123;ERRO;22264390;22264267;123;400;03/07/2025 07:59;109;10;36;null;2590;null;null;149272;149018;254
10/03/2025;0063036;21;465;415;ERRO;29463980;29463565;415;600;03/07/2025 08:00;1;1;31;null;1588;FQS-7282;null;759578;759132;446
10/03/2025;0063044;21;398;355;ERRO;25600032;25599676;355;600;03/07/2025 08:00;3;2;8;null;1600;FPI-7660;null;690065;689683;382
10/03/2025;0063045;21;402;316;ERRO;25600609;25600293;316;600;03/07/2025 08:00;3;2;8;null;1601;FYH-1341;null;764355;763969;386
10/03/2025;0006404;21;250;0;ERRO;null;null;null;615;03/07/2025 07:59;109;10;43;2456;1141;EZL-0178;58;454562;454562;0
10/03/2025;0063241;21;90;0;ERRO;13856725;13856725;0;600;03/07/2025 07:59;2;3;28;null;1412;FKJ-9822;null;631515;631515;0
10/03/2025;0064155;21;230;176;ERRO;30339998;30339822;176;300;03/07/2025 07:59;109;10;43;null;1740;GAB-8332;null;535977;535666;311
10/03/2025;0063038;21;234;163;ERRO;20455434;20455272;163;600;03/07/2025 08:00;3;2;9;null;1668;FKM-2364;null;716830;716605;225
10/03/2025;0063071;21;179;119;ERRO;26634269;26634149;119;600;03/07/2025 08:00;1;1;1;null;1878;EFW-0084;null;602153;601963;190
10/03/2025;0063336;21;130;47;ERRO;18788123;18788076;47;600;03/07/2025 07:59;2;3;29;null;2066;GEL-1043;null;465556;465352;204
10/03/2025;0063199;21;61;18;ERRO;29470158;29470140;18;600;03/07/2025 08:00;1;1;31;null;2117;GDG-0238;null;539374;539374;0
10/03/2025;0063233;21;52;9;ERRO;13856561;13856551;9;600;03/07/2025 07:59;2;3;28;4124;2131;FRT-9442;110;604170;604170;0
10/03/2025;0064320;21;124;30;ERRO;30344941;30344911;30;600;03/07/2025 07:59;109;10;43;null;2040;FNK-4206;null;443240;442987;253
10/03/2025;0063363;21;102;59;ERRO;29465358;29465299;59;600;03/07/2025 08:00;1;1;31;null;2158;EEE-6535;null;427891;427734;157
10/03/2025;0063447;21;148;73;ERRO;13856800;13856727;73;500;03/07/2025 07:59;2;3;28;null;2404;GAL-9H04;null;337433;337227;206
10/03/2025;0064613;21;277;218;ERRO;30340216;30339998;218;500;03/07/2025 07:59;109;10;43;null;2452;EKE-9F91;null;277854;277469;385
10/03/2025;0064416;21;49;0;ERRO;22267528;22267528;0;500;03/07/2025 07:59;109;10;36;null;2247;EOC-6991;null;430628;430628;0
10/03/2025;0064388;21;150;49;ERRO;30344407;30344358;49;500;03/07/2025 07:59;109;10;43;2456;2223;END-3876;58;371230;371024;206
10/03/2025;0063281;21;149;105;ERRO;29462981;29462876;105;350;03/07/2025 08:00;1;1;31;null;2778;null;null;558426;558216;210
11/03/2025;0006301;21;238;0;ERRO;null;null;null;275;03/07/2025 08:00;3;2;52;4114;974;EZL-0212;81;228502;228502;0
11/03/2025;0000900;27;0;74;ERRO;1942232;1942158;74;300;03/07/2025 08:00;7;6;66;1802;410;KFI-9636;100;9000;9000;0
11/03/2025;0063055;21;293;240;ERRO;20457630;20457390;240;600;03/07/2025 08:00;3;2;9;null;1631;GBG-7270;null;732051;731770;281
11/03/2025;0006303;21;512;0;ERRO;null;null;null;600;03/07/2025 08:00;3;2;52;2676;2448;GED-6G65;60;116855;116855;0
11/03/2025;0063643;21;131;1;ERRO;13857279;13857278;1;500;03/07/2025 07:59;2;3;28;null;2519;ENN-0F86;null;245857;245652;205
11/03/2025;0063234;27;253;206;ERRO;7064396;7064191;206;600;03/07/2025 08:00;110;4;62;4124;2132;FWL-4188;110;617267;616920;347
11/03/2025;0063379;21;138;62;ERRO;26638614;26638552;62;600;03/07/2025 08:00;1;1;1;null;2213;EAO-4483;null;399993;399993;0
12/03/2025;0006301;21;188;0;ERRO;null;null;null;275;03/07/2025 08:00;3;2;52;4114;974;EZL-0212;81;228393;228502;-109
12/03/2025;0063562;21;219;157;ERRO;10636293;10636136;157;600;03/07/2025 08:00;1;1;51;null;657;FCI-2521;null;77761;77466;295
12/03/2025;0063523;21;126;0;ERRO;29487200;29487200;0;600;03/07/2025 08:00;1;1;31;4114;764;EKG-8945;81;289055;289059;-4
12/03/2025;0063528;21;0;126;ERRO;29487325;29487200;126;600;03/07/2025 08:00;1;1;31;4114;768;EHS-9284;81;289055;287479;1576
12/03/2025;0064237;21;138;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;1443;FCI-9360;58;653371;653148;223
12/03/2025;0064237;21;141;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2456;1443;FCI-9360;58;653148;652921;227
12/03/2025;0063694;21;193;0;ERRO;null;null;null;250;03/07/2025 08:00;3;2;52;2676;106;DTE-1668 TREINAM;60;731349;731349;0
12/03/2025;0063002;21;63;6;ERRO;25614992;25614986;6;600;03/07/2025 08:00;3;2;8;null;1522;FIM-9883;null;758399;758399;0
12/03/2025;0063036;21;201;130;ERRO;20470625;20470494;130;600;03/07/2025 08:00;3;2;9;null;1588;FQS-7282;null;759997;759804;193
12/03/2025;0063044;21;245;158;ERRO;20468557;20468399;158;600;03/07/2025 08:00;3;2;9;null;1600;FPI-7660;null;690539;690304;235
12/03/2025;0063216;21;170;114;ERRO;21827403;21827289;114;600;03/07/2025 07:59;2;3;27;null;1396;FFN-6687;null;785102;784850;252
12/03/2025;0063025;21;186;124;ERRO;10638047;10637923;124;600;03/07/2025 08:00;1;1;51;4114;1545;FHN-7339;81;786986;786768;218
12/03/2025;0063071;21;216;131;ERRO;20477340;20477209;131;600;03/07/2025 08:00;3;2;9;null;1878;EFW-0084;null;602573;602344;229
12/03/2025;0063122;21;129;90;ERRO;10637690;10637599;90;600;03/07/2025 08:00;1;1;51;null;2111;FUX-2579;null;568074;567917;157
12/03/2025;0063363;21;101;3;ERRO;13857985;13857982;3;600;03/07/2025 07:59;2;3;28;null;2158;EEE-6535;null;428483;428483;0
12/03/2025;0064439;21;126;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;2297;GFV-6582;58;119542;119331;211
12/03/2025;0063259;27;123;29;ERRO;1215669;1215640;29;600;03/07/2025 08:00;110;4;63;null;2301;GEM-3415;null;459641;459641;0
12/03/2025;0063337;21;94;0;ERRO;null;null;null;600;03/07/2025 07:59;2;3;28;4124;2067;FXV-5776;110;499682;499520;162
12/03/2025;0064346;21;139;0;ERRO;30357027;30357027;0;600;03/07/2025 07:59;109;10;43;null;2070;GEX-3359;null;443695;443498;197
12/03/2025;0064484;21;147;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2441;FHO-9J54;58;347505;347268;237
12/03/2025;0063123;21;209;148;ERRO;26645311;26645162;148;500;03/07/2025 08:00;1;1;1;null;2446;FWY-6A50;null;590996;590751;245
12/03/2025;0064389;21;151;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2226;ENN-9766;58;376116;375922;194
12/03/2025;0064396;21;142;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2231;EUU-6601;58;381443;381225;218
12/03/2025;0064455;21;141;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2412;GEE-9I36;58;345593;345366;227
12/03/2025;0064473;21;207;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2430;DIL-8G59;58;322465;322132;333
12/03/2025;0064476;21;165;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2433;DMW-4F19;58;272447;272202;245
12/03/2025;0063658;21;180;125;ERRO;18801941;18801816;125;600;03/07/2025 07:59;2;3;29;null;2545;GGH-8H65;null;231726;231456;270
12/03/2025;0063664;21;41;21;ERRO;21830206;21830186;21;500;03/07/2025 07:59;2;3;27;null;2551;GKA-1C94;null;221580;221516;64
13/03/2025;0063007;21;261;201;ERRO;20481144;20480943;201;500;03/07/2025 08:00;3;2;9;null;640;FCI-2378;null;770626;770340;286
13/03/2025;0063647;21;144;0;ERRO;13858671;13858671;0;500;03/07/2025 07:59;2;3;28;null;2522;GHQ-5D77;null;267599;267599;0
13/03/2025;0063107;21;219;150;ERRO;29490652;29490501;150;600;03/07/2025 08:00;1;1;31;null;2598;null;null;172938;172656;282
14/03/2025;0064237;21;63;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;1443;FCI-9360;58;653473;653371;102
14/03/2025;0064261;21;150;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2456;2304;GBZ-0B47;58;325076;324857;219
14/03/2025;0064467;21;165;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2424;EXV-1B28;58;273872;273643;229
14/03/2025;0063632;27;180;0;ERRO;null;null;null;500;03/07/2025 08:00;110;4;62;4124;2471;FRO-0020;110;314312;314017;295
14/03/2025;0064153;21;156;0;ERRO;null;null;null;300;03/07/2025 07:59;109;10;43;2456;1734;GCY-2698;58;653267;653065;202
14/03/2025;0064442;21;162;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2387;GHI-8H27;58;333220;332972;248
14/03/2025;0064486;21;142;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2443;FYZ-6C05;58;343729;343508;221
15/03/2025;0063558;21;0;33;ERRO;29510654;29510621;33;600;03/07/2025 08:00;1;1;31;4114;2152;FBV-8579;81;43157;75926;-32769
15/03/2025;0063559;21;33;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;31;4114;2153;FHO-9067;81;43157;43157;0
15/03/2025;0064467;21;170;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2424;EXV-1B28;58;274330;274162;168
16/03/2025;0063310;21;0;151;ERRO;26673786;26673635;151;600;03/07/2025 08:00;1;1;1;4114;1750;FVY-1512;81;196233;471511;-275278
16/03/2025;0063110;21;151;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;1;4114;2601;null;81;186233;186025;208
19/03/2025;0063525;21;0;120;ERRO;18845901;18845781;120;600;03/07/2025 07:59;2;3;29;4124;766;EXX-6154;110;496441;267449;228992
19/03/2025;0063031;21;253;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;31;4114;1587;FYV-0052;81;673947;673728;219
19/03/2025;0063061;21;0;253;ERRO;29544827;29544574;253;600;03/07/2025 08:00;1;1;31;4114;1868;FFN-3524;81;673947;690216;-16269
19/03/2025;0063325;21;120;0;ERRO;null;null;null;600;03/07/2025 07:59;2;3;29;4124;2055;GJQ-8566;110;496441;496282;159
20/03/2025;0064438;21;0;153;ERRO;29551229;29551076;153;600;03/07/2025 08:00;1;1;31;4114;2296;GHB-5252;81;408107;295687;112420
20/03/2025;0064384;21;153;0;ERRO;null;null;null;500;03/07/2025 08:00;1;1;31;4114;2222;EXN-9663;81;402107;401900;207
21/03/2025;0002801;27;131;0;ERRO;null;null;null;300;03/07/2025 07:59;5;5;14;1820;1961;null;101;665679;665679;0
21/03/2025;0063378;27;200;125;ERRO;7101681;7101556;125;500;03/07/2025 08:00;110;4;62;null;2215;ELL-9653;null;387009;386693;316
21/03/2025;0064384;27;134;0;ERRO;null;null;null;500;03/07/2025 08:00;110;4;62;4124;2222;EXN-9663;110;402360;402360;0
22/03/2025;0064127;21;1;0;ERRO;null;null;null;300;03/07/2025 08:00;3;2;52;2696;1700;GJW-6259;54;603102;602861;241
22/03/2025;0002811;27;103;236;ERRO;18733978;18733742;236;300;03/07/2025 07:59;5;5;14;null;1973;null;null;359191;358993;198
25/03/2025;0064265;21;132;0;ERRO;22352984;22352984;0;600;03/07/2025 07:59;109;10;36;null;2308;GDM-2D48;null;193906;193682;224
25/03/2025;0063628;21;1;0;ERRO;29574951;29574951;0;500;03/07/2025 08:00;1;1;31;4114;2466;FRO-0016;81;283359;283359;0
26/03/2025;0063634;27;178;8;ERRO;7119658;7119651;8;500;03/07/2025 08:00;110;4;62;null;2473;FRO-0022;null;301614;301366;248
28/03/2025;0063223;21;0;142;ERRO;18903732;18903589;142;600;03/07/2025 07:59;2;3;29;4124;1401;FNA-1248;110;607179;713145;-105966
28/03/2025;0063031;21;234;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;31;4114;1587;FYV-0052;81;675408;675189;219
28/03/2025;0063061;21;0;234;ERRO;29603890;29603656;234;600;03/07/2025 08:00;1;1;31;4114;1868;FFN-3524;81;675408;692370;-16962
28/03/2025;0063233;21;142;0;ERRO;null;null;null;600;03/07/2025 07:59;2;3;29;4124;2131;FRT-9442;110;607179;606975;204
02/04/2025;0063182;21;174;0;ERRO;null;null;null;500;03/07/2025 08:00;3;2;9;2676;1786;GAV-4282;60;540800;540518;282
02/04/2025;0063082;21;0;174;ERRO;20635675;20635501;174;500;03/07/2025 08:00;3;2;9;2676;2701;SSU0-G30;60;80151;80151;0
04/04/2025;0063525;21;0;200;ERRO;20660305;20660105;200;600;03/07/2025 08:00;3;2;9;2676;766;EXX-6154;60;422574;269552;153022
04/04/2025;0063535;21;200;0;ERRO;null;null;null;600;03/07/2025 08:00;3;2;9;4114;2398;GDE-6J15;81;305174;304987;187
16/04/2025;0002819;27;85;0;ERRO;null;null;null;300;03/07/2025 08:00;7;6;65;1802;1982;null;100;0;0;0
16/04/2025;0002457;27;0;139;ERRO;2295839;2295700;139;400;03/07/2025 08:00;7;6;65;null;2662;null;null;377038;376933;105
17/04/2025;0002914;27;0;88;ERRO;2867176;2867088;88;300;03/07/2025 07:59;5;5;67;3618;2176;null;95;523336;523336;0
25/04/2025;0002957;27;0;30;ERRO;2909135;2909106;30;300;03/07/2025 07:59;5;5;67;null;2494;null;null;426921;null;null
25/04/2025;0002957;27;80;0;ERRO;null;null;null;300;03/07/2025 07:59;5;5;67;4437;2494;null;113;426718;426718;0
26/04/2025;0063569;21;0;146;ERRO;19056414;19056268;146;600;03/07/2025 07:59;2;3;29;4124;664;FFQ-7452;110;307230;211714;95516
